token,label
possibility,O
that,O
the,O
micturition,B
reflex,I
elicited,O
by,O
intra,O
-,O
arterial,O
PGE2,B
was,O
mediated,O
by,O
pathways,O
other,O
than,O
the,O
reflex,O
initiated,O
when,O
the,O
PG,O
was,O
given,O
intravesically,O
.,O
The,O
present,O
results,O
thus,O
suggest,O
that,O
intra,O
-,O
arterial,O
PGE2,B
",",O
given,O
near,O
the,O
bladder,O
",",O
may,O
initiate,O
micturition,B
in,O
the,O
normal,O
rat,O
chiefly,O
by,O
directly,O
contracting,O
the,O
smooth,O
muscle,O
of,O
the,O
detrusor,O
.,O
However,O
",",O
when,O
given,O
intravesically,O
",",O
PGE2,B
may,O
stimulate,O
micturition,O
by,O
releasing,O
tachykinins,O
from,O
nerves,O
in,O
and,O
/,O
or,O
immediately,O
below,O
the,O
urothelium,O
.,O
These,O
tachykinins,O
",",O
in,O
turn,O
",",O
initiate,O
a,O
micturition,O
reflex,O
by,O
stimulating,O
NK1,B
and,O
NK2,B
receptors,O
.,O
Prostanoids,B
may,O
",",O
via,O
release,O
of,O
tachykinins,O
",",O
contribute,O
to,O
both,O
urge,O
and,O
bladder,O
hyperactivity,O
seen,O
in,O
inflammatory,B
conditions,O
of,O
the,O
lower,O
urinary,O
tract,O
.,O
Refractory,O
cardiogenic,B
shock,I
and,O
complete,B
heart,I
block,I
after,O
verapamil,O
SR,O
and,O
metoprolol,O
treatment,O
.,O
A,O
case,O
report,O
.,O
A,O
seventy,O
-,O
eight,O
-,O
year,O
-,O
old,O
woman,O
presented,O
with,O
complete,B
heart,I
block,I
and,O
refractory,B
hypotension,I
two,O
days,O
after,O
a,O
therapeutic,O
dose,O
of,O
sustained,O
-,O
release,O
verapamil,O
with,O
concomitant,O
use,O
of,O
metoprolol,O
.,O
The,O
patient,O
continued,O
to,O
remain,O
hypotensive,B
with,O
complete,O
heart,B
block,I
",",O
even,O
with,O
multiple,O
uses,O
of,O
intravenous,O
atropine,O
as,O
well,O
as,O
high,O
doses,O
of,O
pressor,O
agents,O
such,O
as,O
dopamine,O
and,O
dobutamine,O
.,O
However,O
",",O
shortly,O
after,O
the,O
use,O
of,O
intravenous,O
calcium,O
chloride,O
",",O
the,O
refractory,O
hypotension,B
and,O
complete,O
heart,B
block,I
resolved,O
.,O
Protective,O
effect,O
of,O
misoprostol,O
on,O
indomethacin,B
induced,O
renal,B
dysfunction,I
in,O
elderly,O
patients,O
.,O
OBJECTIVE,O
:,O
To,O
evaluate,O
the,O
possible,O
protective,O
effects,O
of,O
misoprostol,O
on,O
renal,B
function,I
in,O
hospitalized,O
elderly,O
patients,O
treated,O
with,O
indomethacin,B
.,O
METHODS,O
:,O
Forty,O
-,O
five,O
hospitalized,O
elderly,O
patients,O
(,O
>,O
65,O
years,O
old,O
),O
who,O
required,O
therapy,O
with,O
nonsteroidal,O
antiinflammatory,O
drugs,O
(,O
NSAID,O
),O
were,O
randomly,O
assigned,O
to,O
receive,O
either,O
indomethacin,B
",",O
150,O
mg,O
/,O
day,O
(,O
Group,O
A,O
),O
",",O
or,O
indomethacin,B
150,O
mg,O
/,O
day,O
plus,O
misoprostol,O
at,O
0,O
.,O
6,O
mg,O
/,O
day,O
(,O
Group,O
B,O
),O
.,O
Laboratory,O
variables,O
of,O
renal,B
function,I
[,O
serum,O
creatinine,B
",",O
blood,O
urea,B
nitrogen,I
(,O
BUN,B
),O
and,O
electrolytes,O
],O
were,O
evaluated,O
before,O
initiation,O
of,O
therapy,O
and,O
every,O
2,O
days,O
",",O
until,O
termination,O
of,O
the,O
study,O
(,O
a,O
period,O
of,O
at,O
least,O
6,O
days,O
),O
.,O
Response,O
to,O
treatment,O
was,O
estimated,O
by,O
the,O
visual,O
analog,O
scale,O
for,O
severity,O
of,O
pain,O
.,O
RESULTS,O
:,O
Forty,O
-,O
two,O
patients,O
completed,O
the,O
study,O
",",O
22,O
in,O
Group,O
A,O
and,O
20,O
in,O
Group,O
B,O
.,O
BUN,O
and,O
creatinine,O
increased,O
by,O
>,O
50,O
%,O
of,O
baseline,O
levels,O
in,O
54,O
and,O
45,O
%,O
of,O
Group,O
A,O
patients,O
",",O
respectively,O
",",O
compared,O
to,O
only,O
20,O
and,O
10,O
%,O
of,O
Group,O
B,O
patients,O
(,O
p,O
<,O
0,O
.,O
05,O
),O
.,O
Potassium,B
(,O
K,O
),O
increment,O
of,O
0,O
.,O
6,O
mEq,O
/,O
l,O
or,O
more,O
was,O
observed,O
in,O
50,O
%,O
of,O
Group,O
A,O
",",O
but,O
in,O
only,O
15,O
%,O
of,O
Group,O
B,O
patients,O
(,O
p,O
<,O
0,O
.,O
05,O
),O
.,O
05,O
),O
.2,O
The,O
mean,O
increments,O
in,O
BUN,B
",",O
creatinine,B
",",O
and,O
K,B
were,O
reduced,O
by,O
63,O
",",O
80,O
",",O
and,O
42,O
%,O
",",O
respectively,O
",",O
in,O
Group,O
B,O
patients,O
compared,O
to,O
Group,O
A,O
.,O
Response,O
to,O
treatment,O
did,O
not,O
differ,O
significantly,O
between,O
the,O
2,O
groups,O
.,O
CONCLUSION,O
:,O
Hospitalized,O
elderly,O
patients,O
are,O
at,O
risk,O
for,O
developing,O
indomethacin,B
related,O
renal,B
dysfunction,B
.,O
Addition,O
of,O
misoprostol,O
can,O
minimize,O
this,O
renal,B
impairment,I
without,O
affecting,O
pain,B
control,I
.,O
Cognitive,O
deterioration,O
from,O
long,O
-,O
term,O
abuse,O
of,O
dextromethorphan,B
:,O
a,O
case,O
report,O
.,O
Dextromethorphan,B
(,O
DM,O
),O
",",O
the,O
dextrorotatory,O
isomer,O
of,O
3,O
-,O
hydroxy,O
-,O
N,O
-,O
methylmorphinan,O
",",O
is,O
the,O
main,O
ingredient,O
in,O
a,O
number,O
of,O
widely,O
available,O
",",O
over,O
-,O
the,O
-,O
counter,O
antitussives,O
.,O
Initial,O
studies,O
(,O
Bornstein,O
1968,O
),O
showed,O
that,O
it,O
possessed,O
no,O
respiratory,O
suppressant,O
effects,O
and,O
no,O
addiction,O
liability,O
.,O
Subsequently,O
",",O
however,O
",",O
several,O
articles,O
reporting,O
abuse,O
of,O
this,O
drug,B
have,O
appeared,O
in,O
the,O
literature,O
.,O
The,O
drug,B
is,O
known,O
to,O
cause,O
a,O
variety,O
of,O
acute,O
toxic,O
effects,O
",",O
ranging,O
from,O
nausea,B
",",O
restlessness,B
",",O
insomnia,B
",",O
ataxia,B
",",O
slurred,O
speech,O
and,O
nystagmus,B
to,O
mood,O
changes,O
",",O
perceptual,O
alterations,O
",",O
inattention,B
",",O
disorientation,B
and,O
aggressive,O
behavior,O
(,O
Rammer,O
et,O
al,O
1988,O
;,O
Katona,O
and,O
Watson,O
1986,O
;,O
Isbell,O
and,O
Fraser,O
1953,O
;,O
Devlin,O
et,O
al,O
1985,O
;,O
McCarthy,O
1971,O
;,O
Dodds,O
and,O
Revai,O
1967,O
;,O
Degkwitz,O
1964,O
;,O
Hildebrand,O
et,O
al,O
1989,O
).,O
There,O
have,O
also,O
been,O
two,O
reported,O
fatalities,O
from,O
DM,B
overdoses,O
(,O
Fleming,O
1986,O
),O
.,O
However,O
",",O
there,O
are,O
no,O
reports,O
describing,O
the,O
effects,O
of,O
chronic,O
abuse,O
.,O
This,O
report,O
describes,O
a,O
case,O
of,O
cognitive,O
deterioration,O
resulting,O
from,O
prolonged,O
use,O
of,O
DM,B
.,O
Effects,O
of,O
ouabain,O
on,O
myocardial,O
oxygen,O
supply,O
and,O
demand,O
in,O
patients,O
with,O
chronic,O
coronary,O
artery,O
disease,B
.,O
A,O
hemodynamic,O
",",O
volumetric,O
",",O
and,O
metabolic,O
study,O
in,O
patients,O
without,O
heart,B
failure,I
.,O
The,O
effects,O
of,O
digitalis,B
glycosides,I
on,O
myocardial,B
oxygen,I
supply,I
and,I
demand,I
are,O
of,O
particular,O
interest,O
in,O
the,O
presence,O
of,O
obstructive,B
coronary,I
artery,I
disease,I
",",O
but,O
have,O
not,O
been,O
measured,O
previously,O
in,O
man,O
.,O
We,O
assessed,O
the,O
effects,O
of,O
ouabain,B
(,O
0,O
.,O
015,O
mg,O
/,O
kg,O
body,O
weight,O
),O
on,O
hemodynamic,O
",",O
volumetric,O
",",O
and,O
metabolic,O
parameters,O
in,O
11,O
patients,O
with,O
severe,B
chronic,I
coronary,I
artery,I
disease,I
without,O
clinical,O
congestive,O
heart,B
failure,I
.,O
Because,O
the,O
protocol,O
was,O
long,O
and,O
involved,O
interventions,O
which,O
might,O
affect,O
the,O
determinations,O
",",O
we,O
also,O
studied,O
in,O
nine,O
patients,O
using,O
an,O
identical,O
protocol,O
except,O
that,O
ouabain,B
administration,O
was,O
omitted,O
.,O
Left,B
ventricular,I
end,I
-,O
diastolic,O
pressure,B
and,O
left,O
ventricular,B
end,I
-,I
diastolic,I
volume,I
fell,O
in,O
each,O
patient,O
given,O
ouabain,O
",",O
even,O
though,O
they,O
were,O
initially,O
elevated,O
in,O
only,O
two,O
patients,O
.,O
Left,B
ventricular,I
end,I
-,O
diastolic,O
pressure,B
fell,O
from,O
11,O
.,O
5,O
+,O
/,O
-,O
1,O
.,O
4,O
(,O
mean,O
+,O
/,O
-,O
SE,O
),O
to,O
5,O
.,O
6,O
+,O
/,O
-,O
0,O
.,O
9,O
mm,O
Hg,O
(,O
P,O
less,O
than,O
0,O
.,O
001,O
),O
and,O
left,O
ventricular,O
end,O
-,O
diastolic,O
volume,O
fell,O
from,O
100,O
+,O
/,O
-,O
17,O
to,O
82,O
+,O
/,O
-,O
12,O
ml,O
/,O
m2,O
(,O
P,O
less,O
than,O
0,O
.,O
01,O
),O
1,O
h,O
after,O
ouabain,O
infusion,O
was,O
completed,O
.,O
The,O
maximum,O
velocity,O
of,O
contractile,O
element,O
shortening,O
increased,O
from,O
1,O
.,O
68,O
+,O
/,O
-,O
0,O
11,O
ml,O
/,O
s,O
to,O
2,O
.,O
18,O
+,O
/,O
-,O
0,O
21,O
muscle,O
-,O
lengths,O
/,O
s,O
(,O
P,O
less,O
than,O
0,O
.,O
05,O
),O
and,O
is,O
consistent,O
with,O
an,O
increase,O
in,O
contractility,O
.,O
No,O
significant,O
change,O
in,O
these,O
parameters,O
occurred,O
in,O
the,O
control,O
patients,O
.,O
No,O
significant,O
change,O
in,O
myocardial,O
oxygen,O
consumption,O
occurred,O
after,O
ouabain,O
administration,O
but,O
this,O
may,O
be,O
related,O
to,O
a,O
greater,O
decrease,O
in,O
mean,O
arterial,O
pressure,O
in,O
the,O
ouabain,O
patients,O
than,O
in,O
the,O
control,O
patients,O
.,O
We,O
conclude,O
that,O
in,O
patients,O
with,O
chronic,B
coronary,I
artery,I
disease,I
who,O
are,O
not,O
in,O
clinical,O
congestive,O
heart,B
failure,I
left,O
ventricular,B
end,I
-,I
diastolic,I
volume,I
falls,O
after,O
ouabain,O
administration,O
even,O
when,O
it,O
is,O
initially,O
normal,O
.,O
Though,O
this,O
fall,O
would,O
be,O
associated,O
with,O
a,O
decrease,O
in,O
wall,O
tension,O
",",O
and,O
",",O
therefore,O
",",O
of,O
myocardial,B
oxygen,I
consumption,I
",",O
it,O
may,O
not,O
be,O
of,O
sufficient,O
magnitude,O
to,O
prevent,O
a,O
net,O
increase,O
in,O
myocardial,B
oxygen,I
consumption,I
.,O
Nevertheless,O
",",O
compensatory,O
mechanisms,O
prevent,O
a,O
deterioration,O
of,O
resting,O
myocardial,B
metabolism,O
.,O
Dexamethasone,B
-,I
induced,I
ocular,B
hypertension,I
in,O
perfusion,O
-,O
cultured,O
human,O
eyes,O
.,O
PURPOSE,O
:,O
Glucocorticoid,B
administration,O
can,O
lead,O
to,O
the,O
development,O
of,O
ocular,B
hypertension,I
and,O
corticosteroid,B
glaucoma,I
in,O
a,O
subset,O
of,O
the,O
population,O
through,O
a,O
decrease,O
in,O
the,O
aqueous,O
humor,O
outflow,O
facility,O
.,O
The,O
purpose,O
of,O
this,O
study,O
was,O
to,O
determine,O
whether,O
glucocorticoid,B
treatment,O
can,O
directly,O
affect,O
the,O
outflow,B
facility,I
of,I
isolated,I
",",O
perfusion,O
-,O
cultured,O
human,O
eyes,O
.,O
METHODS,O
:,O
The,O
anterior,O
segments,O
of,O
human,O
donor,O
eyes,O
from,O
regional,O
eye,O
banks,O
were,O
placed,O
in,O
a,O
constant,O
flow,O
",",O
variable,O
pressure,O
perfusion,O
culture,O
system,O
.,O
Paired,O
eyes,O
were,O
perfused,O
in,O
serum,O
-,O
free,O
media,O
with,O
or,O
without,O
10,O
(,O
-,O
7,O
),O
M,O
dexamethasone,B
for,O
12,O
days,O
.,O
Intraocular,O
pressure,O
was,O
monitored,O
daily,O
.,O
After,O
incubation,O
",",O
the,O
eyes,O
were,O
morphologically,O
characterized,O
by,O
light,O
microscopy,O
",",O
transmission,O
and,O
scanning,O
electron,O
microscopy,O
",",O
and,O
scanning,O
laser,O
confocal,O
microscopy,O
.,O
RESULTS,O
:,O
A,O
significant,O
increase,O
in,O
intraocular,B
pressure,I
developed,O
in,O
13,O
of,O
the,O
44,O
pairs,O
of,O
eyes,O
perfused,O
with,O
dexamethasone,B
with,O
an,O
average,O
pressure,O
rise,O
of,O
17,O
.,O
5,O
+,O
/,O
-,O
3,O
.,O
8,O
mm,O
Hg,O
after,O
12,O
days,O
of,O
dexamethasone,B
exposure,O
.,O
The,O
contralateral,O
control,O
eyes,O
",",O
which,O
did,O
not,O
receive,O
dexamethasone,O
",",O
maintained,O
a,O
stable,O
intraocular,B
pressure,I
during,O
the,O
same,O
period,O
.,O
The,O
outflow,O
pathway,O
of,O
the,O
untreated,O
eyes,O
appeared,O
morphologically,O
normal,O
.,O
In,O
contrast,O
",",O
the,O
dexamethasone,B
-,I
treated,O
hypertensive,O
eyes,O
had,O
thickened,O
trabecular,O
beams,O
",",O
decreased,O
intertrabecular,O
spaces,O
",",O
thickened,O
juxtacanalicular,O
tissue,O
",",O
activated,O
trabecular,O
meshwork,O
cells,O
",",O
and,O
increased,O
amounts,O
of,O
amorphogranular,O
extracellular,O
material,O
",",O
especially,O
in,O
the,O
juxtacanalicular,O
tissue,O
and,O
beneath,O
the,O
endothelial,O
lining,O
of,O
the,O
canal,O
of,O
Schlemm,O
.,O
The,O
dexamethasone,B
-,O
treated,O
nonresponder,O
eyes,O
appeared,O
to,O
be,O
morphologically,O
similar,O
to,O
the,O
untreated,O
eyes,O
",",O
although,O
several,O
subtle,O
dexamethasone,B
-,O
induced,O
morphologic,O
changes,O
were,O
evident,O
.,O
CONCLUSION,O
:,O
Dexamethasone,B
treatment,O
of,O
isolated,O
",",O
perfusion,O
-,O
cultured,O
human,O
eyes,O
led,O
to,O
the,O
generation,O
of,O
ocular,O
hypertension,B
in,O
approximately,O
30,O
%,O
of,O
the,O
dexamethasone,B
-,O
treated,O
eyes,O
.,O
Steroid,O
treatment,O
resulted,O
in,O
morphologic,O
changes,O
in,O
the,O
trabecular,O
meshwork,O
similar,O
to,O
those,O
reported,O
for,O
corticosteroid,B
glaucoma,I
and,O
open,B
angle,I
glaucoma,I
.,O
This,O
system,O
may,O
provide,O
an,O
acute,O
model,O
in,O
which,O
to,O
study,O
the,O
pathogenic,O
mechanisms,O
involved,O
in,O
steroid,B
glaucoma,I
and,O
primary,B
open,I
angle,I
glaucoma,I
.,O
Auditory,O
disturbance,O
associated,O
with,O
interscalene,B
brachial,I
plexus,I
block,I
.,O
We,O
performed,O
an,O
audiometric,O
study,O
in,O
20,O
patients,O
who,O
underwent,O
surgery,O
of,O
the,O
shoulder,O
region,O
under,O
an,O
interscalene,B
brachial,I
plexus,I
block,I
(,O
IBPB,O
),O
.,O
Bupivacaine,O
0,O
.,O
75,O
%,O
with,O
adrenaline,O
was,O
given,O
followed,O
by,O
a,O
24,O
-,O
hr,O
continuous,O
infusion,O
of,O
0,O
.,O
25,O
%,O
bupivacaine,B
.,O
Three,O
audiometric,O
threshold,O
measurements,O
(,O
0,O
.,O
25,O
-,O
18,O
kHz,O
),O
were,O
made,O
:,O
the,O
first,O
before,O
IBPB,O
",",O
the,O
second,O
2,O
-,O
6,O
h,O
after,O
surgery,O
and,O
the,O
third,O
on,O
the,O
first,O
day,O
after,O
operation,O
.,O
In,O
four,O
patients,O
hearing,O
impairment,O
on,O
the,O
side,O
of,O
the,O
block,O
was,O
demonstrated,O
after,O
operation,O
",",O
in,O
three,O
measurements,O
on,O
the,O
day,O
of,O
surgery,O
and,O
in,O
one,O
on,O
the,O
following,O
day,O
.,O
The,O
frequencies,O
at,O
which,O
the,O
impairment,O
occurred,O
varied,O
between,O
patients,O
;,O
in,O
one,O
only,O
low,O
frequencies,O
(,O
0,O
.,O
25,O
-,O
0,O
.,O
5,O
kHz,O
),O
were,O
involved,O
.,O
The,O
maximum,O
change,O
in,O
threshold,O
was,O
35,O
dB,O
at,O
6,O
kHz,O
measured,O
at,O
the,O
end,O
of,O
the,O
continuous,O
infusion,O
of,O
bupivacaine,O
.,O
This,O
patient,O
had,O
hearing,O
threshold,O
changes,O
(,O
15,O
-,O
20,O
dB,O
),O
at,O
6,O
-,O
10,O
kHz,O
on,O
the,O
opposite,O
side,O
also,O
.,O
IBPB,O
may,O
cause,O
transient,O
auditory,B
dysfunction,I
in,O
the,O
ipsilateral,O
ear,O
",",O
possibly,O
via,O
an,O
effect,O
on,O
sympathetic,O
innervation,O
.,O
The,O
safety,O
and,O
efficacy,O
of,O
combination,O
N,B
-,I
butyl,I
-,I
deoxynojirimycin,I
(,I
SC,I
-,I
48334,I
),I
and,O
zidovudine,O
in,O
patients,O
with,O
HIV,B
-,I
1,I
infection,I
and,O
200,O
-,O
500,O
CD4,O
cells,O
/,O
mm3,O
.,O
We,O
conducted,O
a,O
double,O
-,O
blind,O
",",O
randomized,O
phase,O
II,O
study,O
to,O
evaluate,O
the,O
safety,O
and,O
activity,O
of,O
combination,O
therapy,O
with,O
N,B
-,I
butyl,I
-,I
deoxynojirimycin,I
(,I
SC,I
-,I
48334,I
),I
(,O
an,O
alpha,O
-,O
glucosidase,O
I,O
inhibitor,O
),O
and,O
zidovudine,O
versus,O
zidovudine,O
alone,O
.,O
Patients,O
with,O
200,O
to,O
500,O
CD4,B
cells,I
/,O
mm3,O
who,O
tolerated,O
<,O
or,O
=,O
12,O
weeks,O
of,O
prior,O
zidovudine,B
therapy,O
received,O
SC,O
-,O
48334,O
(,O
1000,O
mg,O
every,O
8,O
h,O
),O
and,O
zidovudine,B
(,O
100,O
mg,O
every,O
8,O
h,O
),O
or,O
zidovudine,B
and,O
placebo,B
.,O
Sixty,O
patients,O
received,O
combination,O
therapy,O
and,O
58,O
",",O
zidovudine,B
and,O
placebo,B
.,O
Twenty,O
-,O
three,O
patients,O
(,O
38,O
%,O
),O
and,O
15,O
(,O
26,O
%,O
),O
",",O
in,O
the,O
combination,O
and,O
zidovudine,B
groups,O
",",O
respectively,O
",",O
discontinued,O
therapy,O
(,O
p,O
=,O
0,O
.,O
15,O
),O
.,O
The,O
mean,O
SC,O
-,O
48334,O
steady,O
-,O
state,O
trough,O
level,O
(,O
4,O
.,O
04,O
+,O
/,O
-,O
0,O
99,O
micrograms,O
/,O
ml,O
),O
was,O
below,O
the,O
in,O
vitro,O
inhibitory,O
concentration,O
for,O
human,O
immunodeficiency,B
virus,I
(,O
HIV,B
),O
.,O
The,O
mean,O
increase,O
in,O
CD4,B
cells,I
at,O
week,O
4,O
was,O
73,O
.,O
8,O
cells,O
/,O
mm3,O
and,O
52,O
.,O
4,O
cells,O
/,O
mm3,O
for,O
the,O
combination,O
and,O
zidovudine,O
groups,O
",",O
respectively,O
(,O
p,O
>,O
0,O
.,O
36,O
),O
.),O
For,O
patients,O
with,O
prior,O
zidovudine,B
therapy,O
",",O
the,O
mean,O
change,O
in,O
CD4,B
cells,O
in,O
the,O
combination,O
and,O
zidovudine,B
groups,O
was,O
63,O
.,O
7,O
cells,O
/,O
mm3,O
and,O
4,O
.,O
9,O
cells,O
/,O
mm3,O
at,O
week,O
8,O
and,O
6,O
.,O
8,O
cells,O
/,O
mm3,O
and,O
-,O
45,O
.,O
1,O
cells,O
/,O
mm3,O
at,O
week,O
16,O
",",O
respectively,O
.,O
The,O
number,O
of,O
patients,O
with,O
suppression,O
of,O
HIV,B
p24,I
antigenemia,I
in,O
the,O
combination,O
and,O
zidovudine,B
groups,O
was,O
six,O
(,O
40,O
%,O
),O
and,O
two,O
(,O
11,O
%,O
),O
at,O
week,O
4,O
(,O
p,O
=,O
0,O
.,O
10,O
),O
and,O
five,O
(,O
45,O
%,O
),O
and,O
two,O
(,O
14,O
%,O
),O
at,O
week,O
24,O
(,O
p,O
=,O
0,O
.,O
08,O
),O
",",O
respectively,O
.,O
Diarrhea,B
",",O
flatulence,B
",",O
abdominal,B
pain,I
",",O
and,O
weight,B
loss,I
were,O
common,O
for,O
combination,O
recipients,O
.,O
(,O
ABSTRACT,O
TRUNCATED,O
AT,O
250,O
WORDS,O
),O
Prolonged,O
paralysis,O
due,O
to,O
nondepolarizing,O
neuromuscular,O
blocking,O
agents,O
and,O
corticosteroids,O
.,O
The,O
long,O
-,O
term,O
use,O
of,O
nondepolarizing,O
neuromuscular,O
blocking,O
agents,O
(,O
ND,B
-,I
NMBA,I
),O
has,O
recently,O
been,O
implicated,O
as,O
a,O
cause,O
of,O
prolonged,O
muscle,O
weakness,O
",",O
although,O
the,O
site,O
of,O
the,O
lesion,O
and,O
the,O
predisposing,O
factors,O
have,O
been,O
unclear,O
.,O
We,O
report,O
3,O
patients,O
(,O
age,O
37,O
-,O
52,O
years,O
),O
with,O
acute,O
respiratory,O
insufficiency,O
who,O
developed,O
prolonged,O
weakness,O
following,O
the,O
discontinuation,O
of,O
ND,B
-,I
NMBAs,I
.,O
Two,O
patients,O
also,O
received,O
intravenous,O
corticosteroids,B
.,O
Renal,O
function,O
was,O
normal,O
but,O
hepatic,O
function,O
was,O
impaired,O
in,O
all,O
patients,O
",",O
and,O
all,O
had,O
acidosis,B
.,O
Electrophysiologic,O
studies,O
revealed,O
low,O
amplitude,O
compound,O
motor,O
action,O
potentials,O
",",O
normal,O
sensory,O
studies,O
",",O
and,O
fibrillations,B
.,O
Repetitive,O
stimulation,O
at,O
2,O
Hz,O
showed,O
a,O
decremental,O
response,O
in,O
2,O
patients,O
.,O
The,O
serum,O
vecuronium,O
level,O
measured,O
in,O
1,O
patient,O
14,O
days,O
after,O
the,O
drug,O
had,O
been,O
discontinued,O
was,O
172,O
ng,O
/,O
mL,O
.,O
A,O
muscle,O
biopsy,O
in,O
this,O
patient,O
showed,O
loss,O
of,O
thick,O
",",O
myosin,O
filaments,O
.,O
The,O
weakness,O
in,O
these,O
patients,O
is,O
due,O
to,O
pathology,O
at,O
both,O
the,O
neuromuscular,B
junction,I
(,O
most,O
likely,O
due,O
to,O
ND,B
-,I
NMBA,I
),O
and,O
muscle,B
(,O
most,O
likely,O
due,O
to,O
corticosteroids,B
),O
.,O
Hepatic,B
dysfunction,I
and,O
acidosis,B
are,O
contributing,O
risk,O
factors,O
.,O
Failure,O
of,O
ancrod,O
in,O
the,O
treatment,O
of,O
heparin,B
-,I
induced,I
arterial,I
thrombosis,I
.,O
The,O
morbidity,O
and,O
mortality,O
associated,O
with,O
heparin,B
-,I
induced,I
thrombosis,I
remain,O
high,O
despite,O
numerous,O
empirical,O
therapies,O
.,O
Ancrod,O
has,O
been,O
used,O
successfully,O
for,O
prophylaxis,O
against,O
development,O
of,O
thrombosis,O
in,O
patients,O
with,O
heparin,B
induced,I
platelet,I
aggregation,I
who,O
require,O
brief,O
reexposure,O
to,O
heparin,B
",",O
but,O
its,O
success,O
in,O
patients,O
who,O
have,O
developed,O
the,O
thrombosis,O
syndrome,O
is,O
not,O
well,O
defined,O
.,O
The,O
authors,O
present,O
a,O
case,O
of,O
failure,O
of,O
ancrod,B
treatment,O
in,O
a,O
patient,O
with,O
heparin,B
-,I
induced,I
thrombosis,I
.,O
Water,O
intoxication,O
associated,O
with,O
oxytocin,B
administration,O
during,O
saline,O
-,O
induced,O
abortion,O
.,O
Four,O
cases,O
of,O
water,O
intoxication,O
in,O
connection,O
with,O
oxytocin,B
administration,O
during,O
saline,O
-,O
induced,O
abortions,O
are,O
described,O
.,O
The,O
mechanism,O
of,O
water,B
intoxication,I
is,O
discussed,O
in,O
regard,O
to,O
these,O
cases,O
.,O
Oxytocin,O
administration,O
during,O
midtrimester,O
-,O
induced,O
abortions,O
is,O
advocated,O
only,O
if,O
it,O
can,O
be,O
carried,O
out,O
under,O
careful,O
observations,O
of,O
an,O
alert,O
nursing,O
staff,O
",",O
aware,O
of,O
the,O
symptoms,O
of,O
water,B
intoxication,I
and,O
instructed,O
to,O
watch,O
the,O
diuresis,O
and,O
report,O
such,O
early,O
signs,O
of,O
the,O
syndrome,O
as,O
asthenia,B
",",O
muscular,O
irritability,O
",",O
or,O
headaches,B
.,O
The,O
oxytocin,B
should,O
be,O
given,O
only,O
in,O
Ringers,O
lactate,O
or,O
",",O
alternately,O
",",O
in,O
Ringers,O
lactate,O
and,O
a,O
5,O
per,O
cent,O
dextrose,O
and,O
water,O
solutions,O
.,O
The,O
urinary,O
output,O
should,O
be,O
monitored,O
and,O
the,O
oxytocin,B
administration,O
discontinued,O
and,O
the,O
serum,O
electrolytes,O
checked,O
if,O
the,O
urinary,O
output,O
decreases,O
.,O
The,O
oxytocin,B
should,O
not,O
be,O
administered,O
in,O
excess,O
of,O
36,O
hours,O
.,O
If,O
the,O
patient,O
has,O
not,O
aborted,O
by,O
then,O
the,O
oxytocin,O
should,O
be,O
discontinued,O
for,O
10,O
to,O
12,O
hours,O
in,O
order,O
to,O
perform,O
electrolyte,O
determinations,O
and,O
correct,O
any,O
electrolyte,O
imbalance,O
.,O
Light,O
chain,O
proteinuria,B
and,O
cellular,O
mediated,O
immunity,O
in,O
rifampin,O
treated,O
patients,O
with,O
tuberculosis,B
.,O
Light,O
chain,O
proteinuria,B
was,O
found,O
in,O
9,O
of,O
17,O
tuberculosis,B
patients,O
treated,O
with,O
rifampin,O
.,O
Concomitant,O
assay,O
of,O
cellular,O
mediated,O
immunity,O
in,O
these,O
patients,O
using,O
skin,B
test,I
antigen,I
and,O
a,O
lymphokine,O
in,O
vitro,O
test,O
provided,O
results,O
that,O
were,O
different,O
.,O
Response,O
to,O
Varidase,B
skin,I
test,I
antigen,I
was,O
negative,O
for,O
all,O
eight,O
tuberculosis,B
patients,O
tested,O
",",O
but,O
there,O
occurred,O
a,O
hyper,O
-,O
responsiveness,O
of,O
the,O
lymphocytes,O
of,O
these,O
eight,O
patients,O
to,O
phytomitogen,B
(,O
PHA,I
-,I
P,I
),O
.,O
as,O
well,O
as,O
of,O
those,O
of,O
seven,O
other,O
tuberculous,B
patients,O
.,O
This,O
last,O
finding,O
may,O
be,O
related,O
to,O
time,O
of,O
testing,O
and,O
/,O
or,O
endogenous,O
serum,O
binding,O
of,O
rifampin,B
which,O
could,O
have,O
inhibited,O
mitogen,O
activity,O
for,O
the,O
lymphocyte,O
.,O
KF17837,O
:,O
a,O
novel,O
selective,O
adenosine,B
A2A,I
receptor,I
antagonist,O
with,O
anticataleptic,O
activity,O
.,O
KF17837,O
is,O
a,O
novel,O
selective,O
adenosine,B
A2A,I
receptor,I
antagonist,O
.,O
Oral,O
administration,O
of,O
KF17837,O
(,O
2,O
.,O
5,O
",",O
10,O
.,O
0,O
and,O
30,O
.,O
0,O
mg,O
/,O
kg,O
),O
significantly,O
ameliorated,O
the,O
cataleptic,O
responses,O
induced,O
by,O
intracerebroventricular,O
administration,O
of,O
an,O
adenosine,B
A2A,I
receptor,I
agonist,O
",",O
CGS,O
21680,O
(,O
10,O
micrograms,O
),O
",",O
in,O
a,O
dose,O
-,O
dependent,O
manner,O
.,O
KF17837,O
